DATE,Avg_Pos,Avg_Neg
20-08-2018,0.690215789,-0.557733333
21-08-2018,0.613951429,-0.632563889
22-08-2018,0.654150345,-0.65278125
23-08-2018,0.704301948,-0.538730263
24-08-2018,0.617392537,-0.546179104
25-08-2018,0.62203,-0.575396154
26-08-2018,0.653196078,-0.615663636
27-08-2018,0.675862821,-0.571506667
28-08-2018,0.633339344,-0.605512821
29-08-2018,0.56127,-0.596306897
30-08-2018,0.737742105,-0.482517544
31-08-2018,0.689858442,-0.458492308
01-09-2018,0.672945455,-0.670552381
02-09-2018,0.592885,-0.481969767
03-09-2018,0.633568182,-0.544890196
04-09-2018,0.709335294,-0.630696429
05-09-2018,0.671954762,-0.749521429
06-09-2018,0.688911345,-0.472905263
07-09-2018,0.740632934,-0.673870588
08-09-2018,0.752667647,-0.63793125
09-09-2018,0.72878,-0.386699107
10-09-2018,0.6567,-0.4261
11-09-2018,0.549654762,-0.644460317
12-09-2018,0.766505714,-0.548747619
13-09-2018,0.745868644,-0.488334783
14-09-2018,0.697085,-0.554391667
15-09-2018,0.668442222,-0.503
16-09-2018,0.492171795,-0.639573333
17-09-2018,0.59167619,-0.682897297
18-09-2018,0.574934677,-0.658514634
19-09-2018,0.810618033,-0.657164286
20-09-2018,0.769851119,-0.643483333
21-09-2018,0.675603061,-0.557672727
22-09-2018,0.677944231,-0.614308108
23-09-2018,0.645413333,-0.623568
24-09-2018,0.469439574,-0.4332
25-09-2018,0.573822619,-0.569210345
26-09-2018,0.630593827,-0.601877778
27-09-2018,0.707222078,-0.691447619
28-09-2018,0.694701852,-0.604339785
29-09-2018,0.686359524,-0.605803448
30-09-2018,0.776614286,-0.710045714
01-10-2018,0.690809091,-0.587735714
02-10-2018,0.512757252,-0.573011111
03-10-2018,0.58370625,-0.642066667
04-10-2018,0.816125953,-0.514019512
05-10-2018,0.833356901,-0.430914925
06-10-2018,0.832673669,-0.507462069
07-10-2018,0.57175,-0.548766667
08-10-2018,0.713809091,-0.4442
09-10-2018,0.633,-0.50446087
10-10-2018,0.6973375,-0.5337
11-10-2018,0.721559091,-0.671873077
12-10-2018,0.630850725,-0.517906931
13-10-2018,0.636065333,-0.475893151
14-10-2018,0.583455882,-0.515719444
15-10-2018,0.535801639,-0.616786667
16-10-2018,0.555843548,-0.590438889
17-10-2018,0.722406977,-0.590733333
18-10-2018,0.717192568,-0.73411
19-10-2018,0.641008163,-0.640845
20-10-2018,0.738952778,-0.6212
21-10-2018,0.6160375,-0.62957
22-10-2018,0.696243662,-0.529953333
23-10-2018,0.723766667,-0.526357143
24-10-2018,0.66149469,-0.501945455
25-10-2018,0.716366122,-0.515744
26-10-2018,0.719827778,-0.613875
27-10-2018,0.604832653,-0.56725
28-10-2018,0.600386916,-0.554991781
29-10-2018,0.498589412,-0.62234
30-10-2018,0.431912069,-0.5104
