DATE_senti,Avg_Pos,Avg_Neg
19-08-2018,0.718287149,-0.440878637
20-08-2018,0.701519785,-0.560901104
21-08-2018,0.717266144,-0.597314985
22-08-2018,0.729224572,-0.592375336
23-08-2018,0.617022435,-0.581846675
24-08-2018,0.611009245,-0.585705677
25-08-2018,0.604153868,-0.542512215
26-08-2018,0.659251102,-0.58385977
27-08-2018,0.608569385,-0.615718182
28-08-2018,0.610362183,-0.635554011
29-08-2018,0.6043409,-0.611423748
30-08-2018,0.621024557,-0.634762894
31-08-2018,0.622804593,-0.621774303
01-09-2018,0.59920092,-0.603514207
02-09-2018,0.667073551,-0.60037066
03-09-2018,0.61276697,-0.604376585
04-09-2018,0.629685215,-0.574703881
05-09-2018,0.652424866,-0.555830481
06-09-2018,0.65819897,-0.551211566
07-09-2018,0.660080901,-0.611709518
08-09-2018,0.649392333,-0.627974008
09-09-2018,0.664203009,-0.586217176
10-09-2018,0.654534355,-0.614203376
11-09-2018,0.60960597,-0.571805401
12-09-2018,0.642734766,-0.60825693
13-09-2018,0.488414755,-0.501058661
14-09-2018,0.536651389,-0.578042765
15-09-2018,0.606304555,-0.573796633
16-09-2018,0.598368225,-0.585314073
17-09-2018,0.599692769,-0.586121224
18-09-2018,0.567320732,-0.610718022
19-09-2018,0.669178668,-0.618946216
20-09-2018,0.690931395,-0.531415107
21-09-2018,0.632723791,-0.586211081
22-09-2018,0.611255599,-0.599652339
23-09-2018,0.680152691,-0.636711655
24-09-2018,0.587075912,-0.621891837
25-09-2018,0.541521553,-0.610348435
26-09-2018,0.572844837,-0.661724718
27-09-2018,0.56061664,-0.621499375
28-09-2018,0.610991185,-0.604727617
29-09-2018,0.540767438,-0.585522507
30-09-2018,0.579221838,-0.588488069
01-10-2018,0.544391767,-0.492230287
02-10-2018,0.558756876,-0.499515808
03-10-2018,0.562528649,-0.586879208
04-10-2018,0.575021445,-0.593648697
05-10-2018,0.600530389,-0.521261965
06-10-2018,0.583598238,-0.569495748
07-10-2018,0.586594471,-0.508447783
08-10-2018,0.572993646,-0.524573183
09-10-2018,0.61819224,-0.575476807
10-10-2018,0.587949105,-0.536746633
11-10-2018,0.582483053,-0.538547743
12-10-2018,0.673526192,-0.55241833
13-10-2018,0.569572879,-0.486990174
14-10-2018,0.625277931,-0.556235855
15-10-2018,0.572722018,-0.63000668
16-10-2018,0.616225774,-0.615967302
17-10-2018,0.58743757,-0.497752021
18-10-2018,0.442529012,-0.506327479
19-10-2018,0.558621535,-0.466043986
20-10-2018,0.571536538,-0.482118126
21-10-2018,0.590400994,-0.504513097
22-10-2018,0.600140076,-0.539820367
23-10-2018,0.684692443,-0.583002607
24-10-2018,0.663112059,-0.614575482
25-10-2018,0.641519821,-0.599788656
26-10-2018,0.625673689,-0.629908753
27-10-2018,0.588503535,-0.644209253
28-10-2018,0.660756818,-0.597445204
29-10-2018,0.6557868,-0.589037374
30-10-2018,0.512301116,-0.627051638
31-10-2018,0.555053908,-0.589492806
01-11-2018,0.619898036,-0.561177001
02-11-2018,0.552380999,-0.58178493
03-11-2018,0.617133549,-0.601875245
04-11-2018,0.599438404,-0.665739298
05-11-2018,0.609225714,-0.622839075
06-11-2018,0.750342084,-0.622769841
07-11-2018,0.715017915,-0.536358626
08-11-2018,0.712303588,-0.518385514
09-11-2018,0.661353309,-0.565892985
